"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","response"
"27327",48,"employed","married","professional.course","no","no","no","cellular","nov","fri",10,6,"no"
"27329",35,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",102,1,"no"
"27331",40,"employed","married","university.degree","no","no","no","cellular","nov","fri",52,1,"no"
"27333",35,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",226,1,"no"
"27334",40,"employed","divorced","basic","no","yes","no","cellular","nov","fri",58,1,"no"
"27335",37,"employed","married","basic","no","yes","no","cellular","nov","fri",224,3,"no"
"27336",55,"employed","divorced","university.degree","no","no","no","cellular","nov","fri",48,1,"no"
"27337",35,"employed","married","university.degree","no","no","no","cellular","nov","fri",207,1,"no"
"27339",29,"employed","single","university.degree","no","yes","no","cellular","nov","fri",24,5,"no"
"27340",47,"employed","married","university.degree","no","no","no","cellular","nov","fri",103,1,"no"
"27341",56,"employed","single","high.school","no","yes","no","cellular","nov","fri",219,2,"no"
"27342",35,"employed","married","university.degree","no","yes","no","cellular","nov","fri",152,1,"no"
"27343",30,"employed","single","university.degree","no","no","no","cellular","nov","fri",171,1,"no"
"27344",31,"unemployed","married","high.school","no","no","yes","cellular","nov","fri",94,2,"no"
"27345",39,"employed","married","high.school","no","no","yes","cellular","nov","fri",104,1,"no"
"27346",56,"employed","married","basic","no","yes","yes","cellular","nov","fri",62,2,"no"
"27347",51,"employed","married","university.degree","no","no","yes","cellular","nov","fri",220,1,"no"
"27348",31,"employed","single","high.school","no","yes","yes","cellular","nov","fri",50,1,"no"
"27349",31,"employed","single","high.school","no","yes","yes","cellular","nov","fri",112,1,"no"
"27352",50,"employed","married","professional.course","no","yes","no","cellular","nov","fri",381,1,"no"
"27353",32,"employed","single","professional.course","no","yes","no","cellular","nov","fri",226,1,"no"
"27354",41,"employed","divorced","university.degree","no","no","no","cellular","nov","fri",157,4,"no"
"27355",51,"employed","married","university.degree","no","yes","no","cellular","nov","fri",673,1,"no"
"27356",37,"employed","single","professional.course","no","yes","no","cellular","nov","fri",347,1,"no"
"27357",50,"unemployed","married","professional.course","no","yes","no","cellular","nov","fri",58,1,"no"
"27358",34,"employed","married","university.degree","no","yes","yes","cellular","nov","fri",85,3,"no"
"27359",37,"employed","married","university.degree","no","yes","no","cellular","nov","fri",224,5,"no"
"27360",47,"employed","married","university.degree","no","yes","no","cellular","nov","fri",127,2,"no"
"27361",40,"unemployed","divorced","university.degree","no","no","no","cellular","nov","fri",366,3,"no"
"27362",33,"employed","married","university.degree","no","no","no","cellular","nov","fri",162,1,"no"
"27363",39,"employed","married","high.school","no","yes","no","cellular","nov","fri",197,3,"no"
"27364",37,"employed","divorced","high.school","no","yes","no","cellular","nov","fri",47,1,"no"
"27366",55,"employed","married","professional.course","no","yes","no","cellular","nov","fri",98,1,"no"
"27367",34,"employed","divorced","university.degree","no","no","no","cellular","nov","fri",549,2,"yes"
"27368",36,"employed","married","basic","no","yes","no","cellular","nov","fri",72,1,"no"
"27369",55,"employed","married","professional.course","no","no","no","cellular","nov","fri",182,1,"no"
"27370",36,"employed","married","basic","no","yes","yes","cellular","nov","fri",183,1,"no"
"27371",34,"employed","married","university.degree","no","no","no","cellular","nov","fri",158,1,"no"
"27374",52,"employed","married","high.school","no","yes","yes","cellular","nov","fri",57,5,"no"
"27376",44,"employed","married","basic","no","yes","yes","cellular","nov","fri",36,2,"no"
"27377",40,"employed","married","university.degree","no","no","no","cellular","nov","fri",380,2,"no"
"27379",32,"employed","married","university.degree","no","yes","no","cellular","nov","fri",78,1,"no"
"27380",31,"employed","married","professional.course","no","no","yes","cellular","nov","fri",161,5,"no"
"27382",42,"employed","married","university.degree","no","no","no","cellular","nov","fri",455,2,"no"
"27383",51,"employed","divorced","professional.course","no","no","no","cellular","nov","fri",83,1,"no"
"27384",42,"employed","married","university.degree","no","yes","no","cellular","nov","fri",184,2,"no"
"27385",49,"employed","married","basic","no","no","yes","cellular","nov","fri",295,2,"no"
"27386",53,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",551,1,"no"
"27387",52,"employed","married","basic","no","no","no","cellular","nov","fri",101,1,"no"
"27388",46,"employed","single","high.school","no","yes","no","cellular","nov","fri",294,1,"no"
"27389",54,"employed","divorced","high.school","no","no","no","cellular","nov","fri",13,6,"no"
"27390",32,"employed","married","university.degree","no","no","no","cellular","nov","fri",51,2,"no"
"27392",34,"employed","married","professional.course","no","yes","no","cellular","nov","fri",93,2,"no"
"27394",50,"employed","married","university.degree","no","no","no","cellular","nov","fri",48,1,"no"
"27395",32,"employed","divorced","high.school","no","no","no","cellular","nov","fri",50,1,"no"
"27396",32,"employed","single","university.degree","no","yes","no","cellular","nov","fri",718,1,"no"
"27399",29,"employed","single","professional.course","no","no","no","cellular","nov","fri",161,3,"no"
"27402",33,"employed","single","high.school","no","yes","no","cellular","nov","fri",41,2,"no"
"27404",44,"employed","married","basic","no","no","yes","cellular","nov","fri",240,3,"no"
"27406",46,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",75,1,"no"
"27407",51,"employed","married","high.school","no","yes","no","cellular","nov","fri",108,7,"no"
"27408",44,"employed","married","professional.course","no","yes","no","telephone","nov","fri",47,2,"no"
"27409",57,"employed","married","university.degree","no","yes","yes","cellular","nov","fri",536,1,"yes"
"27410",39,"employed","married","high.school","no","yes","no","cellular","nov","fri",408,3,"no"
"27411",56,"employed","single","high.school","no","yes","no","cellular","nov","fri",290,6,"no"
"27412",33,"employed","married","university.degree","no","yes","no","cellular","nov","fri",229,2,"no"
"27413",33,"employed","married","university.degree","no","yes","no","telephone","nov","fri",148,3,"no"
"27414",52,"employed","divorced","university.degree","no","no","no","cellular","nov","fri",185,2,"no"
"27415",56,"employed","divorced","high.school","no","no","no","telephone","nov","fri",68,1,"no"
"27416",31,"employed","single","university.degree","no","yes","no","cellular","nov","fri",54,2,"no"
"27417",31,"employed","single","university.degree","no","no","no","cellular","nov","fri",906,1,"no"
"27418",31,"employed","single","high.school","no","no","no","cellular","nov","fri",186,1,"no"
"27419",40,"employed","married","university.degree","no","yes","no","cellular","nov","fri",124,3,"no"
"27420",56,"non-labor","married","basic","no","yes","no","cellular","nov","fri",481,2,"yes"
"27421",53,"employed","married","university.degree","no","yes","no","cellular","nov","fri",319,3,"no"
"27422",52,"employed","married","high.school","no","no","no","cellular","nov","fri",157,2,"no"
"27423",40,"employed","married","university.degree","no","yes","no","cellular","nov","fri",106,2,"no"
"27425",56,"employed","married","basic","no","yes","no","telephone","nov","fri",94,7,"no"
"27426",45,"employed","single","professional.course","no","no","no","cellular","nov","fri",123,2,"no"
"27427",41,"employed","married","university.degree","no","yes","no","cellular","nov","fri",12,5,"no"
"27428",31,"employed","single","university.degree","no","yes","yes","cellular","nov","fri",75,1,"no"
"27429",34,"employed","married","university.degree","no","no","yes","cellular","nov","fri",408,9,"no"
"27431",48,"employed","married","basic","no","yes","yes","cellular","nov","fri",664,3,"yes"
"27433",38,"employed","single","professional.course","no","yes","no","cellular","nov","fri",119,1,"no"
"27434",38,"employed","single","professional.course","no","yes","yes","cellular","nov","fri",159,1,"no"
"27435",31,"non-labor","married","high.school","no","no","no","cellular","nov","fri",297,1,"no"
"27436",43,"employed","single","high.school","no","no","no","cellular","nov","fri",61,2,"no"
"27437",55,"employed","single","professional.course","no","no","no","cellular","nov","fri",142,2,"no"
"27439",34,"employed","single","university.degree","no","no","no","telephone","nov","fri",34,1,"no"
"27440",46,"employed","married","high.school","no","no","no","cellular","nov","fri",79,3,"no"
"27442",40,"employed","married","high.school","no","yes","no","cellular","nov","fri",7,4,"no"
"27443",58,"employed","married","university.degree","no","no","no","telephone","nov","fri",186,2,"no"
"27444",31,"employed","married","university.degree","no","yes","no","cellular","nov","fri",105,4,"no"
"27446",36,"employed","single","high.school","no","yes","yes","telephone","nov","fri",661,1,"no"
"27447",37,"employed","married","university.degree","no","yes","no","telephone","nov","fri",45,2,"no"
"27448",30,"employed","married","high.school","no","yes","yes","cellular","nov","fri",14,5,"no"
"27451",29,"employed","single","university.degree","no","yes","no","cellular","nov","fri",155,7,"no"
"27452",48,"employed","married","professional.course","no","no","no","cellular","nov","fri",78,6,"no"
"27453",44,"employed","married","high.school","no","no","no","cellular","nov","fri",10,7,"no"
"27454",46,"employed","married","professional.course","no","yes","no","telephone","nov","fri",379,2,"no"
"27456",32,"employed","single","university.degree","no","no","yes","cellular","nov","fri",21,7,"no"
"27457",36,"employed","married","university.degree","no","yes","no","cellular","nov","fri",85,1,"no"
"27458",53,"employed","married","university.degree","no","yes","yes","cellular","nov","fri",106,1,"no"
"27459",53,"employed","married","high.school","no","yes","no","cellular","nov","fri",50,2,"no"
"27460",56,"employed","married","basic","no","yes","no","cellular","nov","fri",757,2,"no"
"27462",37,"employed","single","high.school","no","yes","no","cellular","nov","fri",103,2,"no"
"27463",44,"employed","married","university.degree","no","yes","no","cellular","nov","fri",570,4,"no"
"27464",52,"employed","married","high.school","no","yes","no","cellular","nov","fri",139,2,"no"
"27465",56,"employed","married","professional.course","no","no","no","cellular","nov","fri",157,5,"no"
"27466",35,"employed","married","university.degree","no","yes","no","cellular","nov","fri",579,9,"yes"
"27467",40,"non-labor","single","high.school","no","no","no","cellular","nov","fri",328,6,"no"
"27468",46,"unemployed","divorced","basic","no","no","no","cellular","nov","fri",366,3,"no"
"27469",29,"employed","single","professional.course","no","yes","no","cellular","nov","fri",1555,2,"yes"
"27471",39,"employed","married","basic","no","yes","no","cellular","nov","fri",150,4,"no"
"27474",34,"employed","single","university.degree","no","no","no","cellular","nov","fri",139,6,"no"
"27475",51,"employed","married","professional.course","no","yes","no","cellular","nov","fri",51,2,"no"
"27476",51,"employed","married","university.degree","no","yes","yes","cellular","nov","fri",175,3,"no"
"27477",50,"non-labor","married","university.degree","no","no","no","cellular","nov","fri",128,3,"no"
"27478",53,"employed","married","professional.course","no","yes","no","cellular","nov","fri",11,7,"no"
"27479",41,"employed","married","professional.course","no","yes","no","cellular","nov","fri",82,5,"no"
"27480",30,"employed","single","university.degree","no","yes","yes","telephone","nov","fri",33,1,"no"
"27481",45,"employed","married","professional.course","no","yes","yes","cellular","nov","fri",52,2,"no"
"27482",51,"employed","married","university.degree","no","yes","no","cellular","nov","fri",289,3,"no"
"27483",43,"employed","married","university.degree","no","no","yes","cellular","nov","fri",43,1,"no"
"27484",32,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",101,3,"no"
"27485",50,"employed","married","professional.course","no","no","no","cellular","nov","fri",402,4,"no"
"27486",45,"employed","divorced","university.degree","no","no","yes","cellular","nov","fri",59,1,"no"
"27487",50,"non-labor","single","university.degree","no","yes","no","cellular","nov","fri",39,1,"no"
"27488",41,"employed","divorced","university.degree","no","no","no","cellular","nov","fri",57,8,"no"
"27491",40,"employed","married","university.degree","no","no","no","cellular","nov","fri",608,3,"no"
"27492",50,"employed","divorced","high.school","no","yes","no","cellular","nov","fri",430,1,"no"
"27493",58,"employed","married","basic","no","no","no","cellular","nov","fri",240,3,"no"
"27494",42,"employed","single","professional.course","no","yes","no","cellular","nov","fri",173,1,"no"
"27495",53,"employed","married","university.degree","no","no","no","cellular","nov","fri",137,2,"no"
"27496",34,"employed","married","professional.course","no","yes","yes","cellular","nov","fri",379,2,"no"
"27497",49,"employed","married","university.degree","no","no","no","cellular","nov","fri",1036,2,"no"
"27498",42,"employed","divorced","professional.course","no","no","no","cellular","nov","fri",675,4,"no"
"27499",40,"employed","single","university.degree","no","no","no","cellular","nov","fri",139,3,"no"
"27500",54,"employed","divorced","high.school","no","no","yes","cellular","nov","fri",377,1,"no"
"27501",29,"employed","single","professional.course","no","no","no","cellular","nov","fri",394,5,"no"
"27502",34,"employed","single","university.degree","no","no","no","cellular","nov","fri",70,2,"no"
"27504",53,"employed","married","university.degree","no","yes","no","cellular","nov","fri",61,4,"no"
"27505",39,"employed","married","high.school","no","no","no","cellular","nov","fri",163,2,"no"
"27506",50,"employed","married","university.degree","no","no","no","cellular","nov","fri",302,2,"no"
"27507",57,"employed","married","high.school","no","yes","no","cellular","nov","fri",41,2,"no"
"27508",37,"employed","married","university.degree","no","no","no","telephone","nov","fri",39,9,"no"
"27509",35,"employed","single","university.degree","no","no","no","cellular","nov","fri",360,2,"no"
"27510",37,"unemployed","single","university.degree","no","yes","no","cellular","nov","fri",230,3,"no"
"27511",51,"employed","divorced","basic","no","yes","no","cellular","nov","fri",155,2,"no"
"27512",54,"employed","single","high.school","no","yes","no","cellular","nov","fri",32,2,"no"
"27513",30,"employed","divorced","high.school","no","no","no","telephone","nov","fri",61,3,"no"
"27514",34,"employed","married","professional.course","no","yes","no","cellular","nov","fri",251,2,"no"
"27517",46,"employed","married","professional.course","no","no","no","cellular","nov","fri",38,2,"no"
"27518",31,"employed","single","university.degree","no","yes","no","cellular","nov","fri",36,2,"no"
"27519",43,"employed","married","basic","no","no","no","cellular","nov","fri",165,2,"no"
"27521",56,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",11,5,"no"
"27522",46,"employed","married","professional.course","no","no","yes","cellular","nov","fri",98,5,"no"
"27524",53,"employed","divorced","high.school","no","yes","yes","telephone","nov","fri",544,2,"no"
"27526",53,"employed","married","basic","no","no","no","cellular","nov","fri",122,3,"no"
"27527",48,"employed","married","professional.course","no","yes","yes","cellular","nov","fri",695,3,"no"
"27528",31,"employed","single","high.school","no","yes","no","cellular","nov","fri",369,2,"no"
"27529",44,"employed","married","university.degree","no","no","no","cellular","nov","fri",88,2,"no"
"27530",47,"employed","married","basic","no","yes","no","telephone","nov","fri",64,3,"no"
"27532",36,"employed","single","high.school","no","yes","no","cellular","nov","fri",90,2,"no"
"27533",32,"employed","single","university.degree","no","yes","yes","cellular","nov","fri",164,3,"no"
"27534",40,"employed","married","university.degree","no","no","no","cellular","nov","fri",147,3,"no"
"27535",53,"non-labor","married","high.school","no","no","no","cellular","nov","fri",268,3,"no"
"27536",37,"employed","married","university.degree","no","no","no","cellular","nov","fri",169,2,"no"
"27537",30,"non-labor","single","university.degree","no","no","no","cellular","nov","fri",585,4,"no"
"27538",49,"employed","married","high.school","no","yes","no","cellular","nov","fri",36,2,"no"
"27539",53,"employed","married","university.degree","no","yes","no","cellular","nov","fri",129,4,"no"
"27540",37,"employed","married","university.degree","no","yes","no","cellular","nov","fri",33,8,"no"
"27541",42,"employed","married","university.degree","no","yes","no","cellular","nov","fri",888,3,"no"
"27542",56,"employed","married","university.degree","no","no","no","cellular","nov","fri",808,2,"yes"
"27543",43,"employed","married","professional.course","no","no","no","cellular","nov","fri",14,9,"no"
"27544",51,"employed","married","high.school","no","no","yes","cellular","nov","fri",305,6,"no"
"27545",44,"employed","single","professional.course","no","yes","no","cellular","nov","fri",18,4,"no"
"27547",44,"employed","married","university.degree","no","no","no","cellular","nov","fri",77,5,"no"
"27549",56,"employed","married","basic","no","yes","no","cellular","nov","fri",382,3,"no"
"27552",52,"employed","married","basic","no","no","no","cellular","nov","fri",13,2,"no"
"27553",51,"employed","married","basic","no","no","no","cellular","nov","fri",1032,10,"no"
"27554",30,"employed","single","high.school","no","no","yes","cellular","nov","fri",64,2,"no"
"27555",48,"employed","married","university.degree","no","no","no","cellular","nov","fri",634,4,"no"
"27556",34,"employed","married","university.degree","no","yes","no","cellular","nov","fri",138,2,"no"
"27557",47,"employed","married","high.school","no","yes","yes","cellular","nov","fri",225,3,"no"
"27558",42,"employed","divorced","high.school","no","yes","no","cellular","nov","fri",855,3,"no"
"27559",30,"employed","single","university.degree","no","no","no","cellular","nov","fri",258,2,"no"
"27560",46,"employed","married","professional.course","no","yes","yes","cellular","nov","fri",484,4,"no"
"27561",51,"employed","married","professional.course","no","yes","no","cellular","nov","fri",229,2,"no"
"27562",43,"employed","married","university.degree","no","yes","no","cellular","nov","fri",330,2,"no"
"27563",33,"employed","married","university.degree","no","yes","no","cellular","nov","fri",41,4,"no"
"27564",29,"employed","single","university.degree","no","yes","yes","cellular","nov","fri",1222,2,"yes"
"27565",53,"employed","married","basic","no","no","no","cellular","nov","fri",395,2,"no"
"27566",58,"employed","divorced","university.degree","no","yes","no","telephone","nov","fri",39,2,"no"
"27567",54,"employed","divorced","high.school","no","no","no","cellular","nov","fri",639,2,"no"
"27568",53,"non-labor","married","high.school","no","yes","no","cellular","nov","fri",711,2,"no"
"27569",47,"employed","single","high.school","no","no","no","telephone","nov","fri",178,5,"no"
"27571",37,"unemployed","single","university.degree","no","no","yes","cellular","nov","fri",104,2,"no"
"27572",43,"employed","married","professional.course","no","no","yes","cellular","nov","fri",432,2,"no"
"27573",50,"employed","single","high.school","no","yes","no","cellular","nov","fri",1195,2,"no"
"27574",48,"employed","married","basic","no","yes","no","cellular","nov","fri",168,2,"no"
"27575",34,"employed","single","university.degree","no","no","no","cellular","nov","fri",229,3,"no"
"27576",56,"unemployed","married","basic","no","yes","yes","cellular","nov","fri",322,2,"no"
"27577",57,"employed","married","university.degree","no","no","no","cellular","nov","fri",127,3,"no"
"27578",47,"employed","married","university.degree","no","yes","no","cellular","nov","fri",59,3,"no"
"27579",59,"employed","single","professional.course","no","yes","no","cellular","nov","fri",246,2,"no"
"27580",47,"employed","married","high.school","no","yes","no","cellular","nov","fri",140,3,"no"
"27582",53,"employed","married","high.school","no","no","no","cellular","nov","fri",11,2,"no"
"27583",57,"employed","married","university.degree","no","yes","no","cellular","nov","fri",208,3,"no"
"27584",44,"employed","married","basic","no","yes","no","cellular","nov","fri",358,3,"no"
"27586",41,"employed","married","professional.course","no","no","no","cellular","nov","fri",407,4,"no"
"27587",41,"employed","single","university.degree","no","no","no","cellular","nov","fri",903,3,"no"
"27589",48,"employed","married","university.degree","no","no","no","cellular","nov","fri",66,3,"no"
"27590",52,"employed","divorced","high.school","no","yes","no","cellular","nov","fri",127,2,"no"
"27591",30,"employed","single","university.degree","no","no","no","cellular","nov","fri",331,2,"yes"
"27592",30,"employed","single","university.degree","no","no","no","cellular","nov","fri",307,2,"no"
"27593",45,"employed","single","university.degree","no","no","no","cellular","nov","fri",27,3,"no"
"27594",56,"non-labor","married","basic","no","no","no","cellular","nov","fri",163,2,"no"
"27596",49,"unemployed","single","high.school","no","yes","no","telephone","nov","fri",136,2,"no"
"27597",31,"employed","married","professional.course","no","yes","no","cellular","nov","fri",95,2,"no"
"27598",58,"employed","married","basic","no","no","no","cellular","nov","fri",505,7,"no"
"27599",49,"employed","married","university.degree","no","no","no","cellular","nov","fri",170,2,"no"
"27600",32,"employed","single","university.degree","no","yes","yes","cellular","nov","fri",1162,2,"no"
"27601",48,"unemployed","divorced","professional.course","no","yes","no","telephone","nov","fri",122,4,"no"
"27602",35,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",72,4,"no"
"27603",57,"employed","married","professional.course","no","yes","no","cellular","nov","fri",294,2,"no"
"27605",53,"employed","married","basic","no","yes","no","cellular","nov","fri",15,2,"no"
"27606",30,"employed","single","university.degree","no","yes","no","cellular","nov","fri",7,5,"no"
"27607",58,"employed","married","university.degree","no","yes","no","cellular","nov","fri",21,7,"no"
"27608",29,"employed","single","university.degree","no","yes","no","cellular","nov","fri",118,2,"no"
"27609",47,"employed","married","high.school","no","no","no","cellular","nov","fri",21,3,"no"
"27610",30,"employed","single","university.degree","no","no","no","telephone","nov","fri",345,2,"no"
"27611",48,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",96,3,"no"
"27612",52,"unemployed","married","university.degree","no","yes","no","cellular","nov","fri",211,7,"no"
"27613",50,"employed","married","university.degree","no","yes","no","cellular","nov","fri",73,2,"no"
"27614",37,"employed","married","university.degree","no","yes","no","cellular","nov","fri",6,5,"no"
"27615",55,"employed","divorced","university.degree","no","no","no","cellular","nov","fri",110,2,"no"
"27616",58,"non-labor","divorced","professional.course","no","yes","no","cellular","nov","fri",321,3,"no"
"27618",37,"employed","married","university.degree","no","yes","no","cellular","nov","fri",56,2,"no"
"27619",53,"unemployed","single","basic","no","no","no","cellular","nov","fri",125,2,"no"
"27621",29,"employed","single","university.degree","no","yes","no","cellular","nov","fri",328,4,"no"
"27622",51,"employed","married","university.degree","no","no","yes","telephone","nov","fri",13,4,"no"
"27623",55,"employed","married","university.degree","no","no","yes","cellular","nov","fri",296,3,"no"
"27624",37,"employed","married","university.degree","no","yes","no","cellular","nov","fri",48,2,"no"
"27625",30,"unemployed","married","professional.course","no","yes","no","telephone","nov","fri",77,5,"no"
"27626",42,"employed","married","high.school","no","yes","no","cellular","nov","fri",8,2,"no"
"27627",41,"employed","married","university.degree","no","no","no","cellular","nov","fri",182,3,"no"
"27628",37,"employed","married","university.degree","no","yes","no","cellular","nov","fri",12,5,"no"
"27631",51,"employed","married","high.school","no","yes","no","cellular","nov","fri",9,5,"no"
"27632",46,"employed","divorced","university.degree","no","no","no","telephone","nov","fri",11,7,"no"
"27633",43,"employed","married","university.degree","no","no","no","cellular","nov","fri",24,9,"no"
"27634",50,"employed","married","university.degree","no","yes","no","cellular","nov","fri",175,4,"no"
"27636",29,"employed","single","basic","no","no","no","telephone","nov","fri",69,2,"no"
"27637",44,"employed","divorced","professional.course","no","no","no","cellular","nov","fri",37,2,"no"
"27638",33,"employed","single","professional.course","no","yes","no","telephone","nov","fri",240,2,"no"
"27639",35,"employed","married","basic","no","yes","no","cellular","nov","fri",11,2,"no"
"27641",49,"employed","married","university.degree","no","yes","no","cellular","nov","fri",13,2,"no"
"27643",40,"employed","married","university.degree","no","no","no","cellular","nov","fri",234,5,"no"
"27644",31,"employed","single","university.degree","no","yes","yes","telephone","nov","fri",30,3,"no"
"27645",35,"employed","married","university.degree","no","no","no","cellular","nov","fri",8,3,"no"
"27646",45,"employed","single","university.degree","no","no","no","cellular","nov","fri",80,2,"no"
"27647",31,"unemployed","single","basic","no","no","no","cellular","nov","fri",12,8,"no"
"27648",31,"employed","single","university.degree","no","no","no","cellular","nov","fri",85,2,"no"
"27649",34,"employed","single","basic","no","yes","no","cellular","nov","fri",143,3,"no"
"27650",36,"employed","married","basic","no","yes","yes","cellular","nov","fri",14,7,"no"
"27652",40,"employed","single","university.degree","no","yes","yes","cellular","nov","fri",12,10,"no"
"27655",50,"non-labor","single","university.degree","no","no","no","cellular","nov","fri",51,5,"no"
"27656",56,"employed","single","high.school","no","yes","yes","cellular","nov","fri",12,4,"no"
"27657",37,"employed","single","university.degree","no","yes","yes","cellular","nov","fri",33,3,"no"
"27659",50,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",72,3,"no"
"27661",32,"employed","married","university.degree","no","yes","yes","cellular","nov","fri",1067,2,"no"
"27662",42,"employed","divorced","university.degree","no","yes","no","cellular","nov","fri",10,3,"no"
"27664",49,"employed","married","basic","no","no","no","cellular","nov","fri",273,5,"no"
"27665",51,"employed","married","high.school","no","no","no","cellular","nov","fri",11,4,"no"
"27666",55,"employed","married","basic","no","no","no","cellular","nov","fri",189,2,"no"
"27667",48,"employed","married","university.degree","no","no","no","cellular","nov","fri",61,7,"no"
"27668",39,"employed","married","university.degree","no","yes","no","telephone","nov","fri",10,7,"no"
"27669",40,"employed","married","university.degree","no","yes","no","telephone","nov","fri",10,3,"no"
"27671",39,"employed","married","professional.course","no","no","no","telephone","nov","fri",47,4,"no"
"27673",41,"employed","married","university.degree","no","yes","yes","cellular","nov","fri",38,2,"no"
"27674",32,"employed","married","high.school","no","no","no","cellular","nov","fri",219,2,"no"
"27675",34,"employed","married","university.degree","no","no","no","telephone","nov","fri",205,3,"no"
"27677",38,"employed","married","professional.course","no","yes","yes","telephone","nov","wed",49,1,"no"
"27678",32,"unemployed","single","high.school","no","no","yes","telephone","nov","thu",114,1,"no"
"27679",46,"employed","single","professional.course","no","yes","no","telephone","nov","thu",8,1,"no"
"27680",27,"employed","single","high.school","no","yes","no","telephone","nov","fri",24,1,"no"
"27681",31,"employed","single","high.school","no","yes","no","telephone","dec","mon",36,1,"no"
"27682",39,"employed","married","basic","no","yes","no","telephone","dec","wed",11,1,"no"
"27683",41,"employed","divorced","professional.course","no","no","yes","cellular","dec","thu",18,1,"no"
"27684",37,"employed","married","high.school","no","yes","no","telephone","dec","fri",12,1,"no"
"27685",48,"employed","married","high.school","no","yes","yes","telephone","dec","fri",291,1,"no"
"27686",51,"employed","married","basic","no","yes","yes","telephone","dec","mon",170,1,"no"
"27687",39,"employed","married","professional.course","no","yes","no","telephone","dec","tue",183,1,"no"
"27688",36,"employed","married","high.school","no","yes","no","cellular","dec","thu",234,1,"no"
"27689",55,"unemployed","divorced","professional.course","no","no","no","telephone","dec","fri",136,1,"no"
"27690",44,"employed","married","basic","no","yes","yes","telephone","dec","mon",119,1,"yes"
"27691",26,"non-labor","single","basic","no","yes","no","cellular","mar","mon",712,4,"yes"
"27692",38,"employed","single","university.degree","no","yes","no","cellular","mar","mon",111,2,"yes"
"27693",26,"non-labor","single","basic","no","no","no","cellular","mar","mon",42,4,"no"
"27694",26,"non-labor","single","basic","no","yes","no","telephone","mar","mon",169,4,"no"
"27695",30,"employed","married","university.degree","no","yes","no","telephone","mar","mon",213,7,"no"
"27696",26,"non-labor","single","basic","no","yes","yes","cellular","mar","mon",78,4,"no"
"27697",28,"employed","single","university.degree","no","yes","no","cellular","mar","mon",76,2,"no"
"27698",35,"employed","married","university.degree","no","yes","no","cellular","mar","mon",378,4,"yes"
"27699",30,"employed","married","university.degree","no","no","no","cellular","mar","mon",116,1,"yes"
"27700",48,"employed","married","basic","no","no","no","telephone","mar","mon",139,5,"no"
"27701",26,"employed","married","university.degree","no","yes","no","cellular","mar","mon",154,1,"yes"
"27702",28,"employed","single","university.degree","no","no","no","cellular","mar","mon",142,2,"no"
"27703",31,"employed","single","university.degree","no","yes","no","cellular","mar","mon",145,1,"no"
"27704",38,"employed","single","university.degree","no","yes","no","cellular","mar","mon",69,1,"no"
"27705",44,"employed","single","professional.course","no","no","no","cellular","mar","mon",239,1,"yes"
"27706",28,"employed","single","university.degree","no","yes","yes","cellular","mar","mon",54,1,"no"
"27707",30,"employed","married","university.degree","no","yes","no","cellular","mar","mon",170,3,"no"
"27708",26,"employed","married","university.degree","no","yes","no","cellular","mar","mon",175,5,"yes"
"27709",28,"employed","single","university.degree","no","yes","no","cellular","mar","mon",120,3,"yes"
"27710",26,"non-labor","single","basic","no","yes","no","cellular","mar","mon",59,2,"no"
"27711",28,"employed","single","university.degree","no","no","no","cellular","mar","mon",56,2,"no"
"27712",26,"non-labor","single","basic","no","yes","no","cellular","mar","mon",1447,2,"yes"
"27713",26,"employed","married","university.degree","no","yes","no","cellular","mar","mon",76,2,"no"
"27714",70,"non-labor","divorced","basic","no","yes","no","cellular","mar","mon",187,3,"yes"
"27715",28,"employed","single","university.degree","no","yes","no","cellular","mar","mon",131,12,"no"
"27716",61,"employed","married","university.degree","no","yes","no","cellular","mar","mon",136,6,"no"
"27717",26,"non-labor","single","basic","no","no","yes","cellular","mar","mon",889,4,"no"
"27718",48,"employed","married","basic","no","yes","no","telephone","mar","mon",382,2,"yes"
"27719",26,"non-labor","single","basic","no","yes","no","cellular","mar","mon",294,3,"yes"
"27720",30,"employed","married","university.degree","no","no","no","telephone","mar","mon",88,3,"no"
"27721",31,"employed","single","university.degree","no","no","yes","telephone","mar","mon",39,2,"no"
"27722",28,"employed","single","high.school","no","yes","no","cellular","mar","tue",143,2,"yes"
"27724",66,"employed","married","professional.course","no","yes","no","cellular","mar","tue",83,1,"yes"
"27726",34,"employed","married","university.degree","no","no","no","cellular","mar","tue",499,1,"yes"
"27727",35,"employed","married","high.school","no","yes","no","cellular","mar","tue",350,3,"yes"
"27728",34,"employed","married","university.degree","no","yes","no","cellular","mar","tue",225,5,"no"
"27730",28,"non-labor","single","basic","no","yes","no","cellular","mar","tue",320,1,"yes"
